,Zeit,Vollständiger Name,Ereigniskontext,Komponente,Ereignisname,Herkunft
14350,13.09.2022 19:05,Student1,Test: Quiz 1,Test,Testversuch eingereicht,web
14354,13.09.2022 19:05,Student34,Test: Quiz 1,Test,Testversuch eingereicht,web
14357,13.09.2022 19:05,Student13,Test: Quiz 1,Test,Testversuch eingereicht,web
14365,13.09.2022 19:05,Student32,Test: Quiz 1,Test,Testversuch eingereicht,web
14385,13.09.2022 19:04,Student31,Test: Quiz 1,Test,Testversuch gestartet,web
14411,13.09.2022 19:04,Student31,Test: Quiz 1,Test,Testversuch eingereicht,web
14417,13.09.2022 19:03,Student16,Test: Quiz 1,Test,Testversuch gestartet,web
14422,13.09.2022 19:03,Student16,Test: Quiz 1,Test,Testversuch eingereicht,web
14433,13.09.2022 19:02,Student36,Test: Quiz 1,Test,Testversuch gestartet,web
14441,13.09.2022 19:02,Student36,Test: Quiz 1,Test,Testversuch eingereicht,web
14446,13.09.2022 19:02,Student21,Test: Quiz 1,Test,Testversuch eingereicht,web
14453,13.09.2022 19:01,Student36,Test: Quiz 1,Test,Testversuch gestartet,web
14459,13.09.2022 19:01,Student35,Test: Quiz 1,Test,Testversuch eingereicht,web
14472,13.09.2022 19:00,Student36,Test: Quiz 1,Test,Testversuch eingereicht,web
14485,13.09.2022 19:00,Student13,Test: Quiz 1,Test,Testversuch gestartet,web
14503,13.09.2022 18:59,Student13,Test: Quiz 1,Test,Testversuch eingereicht,web
14518,13.09.2022 18:58,Student6,Test: Quiz 1,Test,Testversuch gestartet,web
14527,13.09.2022 18:58,Student25,Test: Quiz 1,Test,Testversuch gestartet,web
14531,13.09.2022 18:58,Student6,Test: Quiz 1,Test,Testversuch eingereicht,web
14533,13.09.2022 18:58,Student23,Test: Quiz 1,Test,Testversuch eingereicht,web
14546,13.09.2022 18:58,Student5,Test: Quiz 1,Test,Testversuch eingereicht,web
14557,13.09.2022 18:57,Student25,Test: Quiz 1,Test,Testversuch eingereicht,web
14565,13.09.2022 18:57,Student21,Test: Quiz 1,Test,Testversuch gestartet,web
14568,13.09.2022 18:57,Student21,Test: Quiz 1,Test,Testversuch eingereicht,web
14657,13.09.2022 18:50,Student33,Test: Quiz 1,Test,Testversuch gestartet,web
14661,13.09.2022 18:50,Student33,Test: Quiz 1,Test,Testversuch eingereicht,web
14671,13.09.2022 18:50,Student2,Test: Quiz 1,Test,Testversuch gestartet,web
14675,13.09.2022 18:49,Student31,Test: Quiz 1,Test,Testversuch gestartet,web
14679,13.09.2022 18:49,Student32,Test: Quiz 1,Test,Testversuch gestartet,web
14689,13.09.2022 18:49,Student35,Test: Quiz 1,Test,Testversuch gestartet,web
14691,13.09.2022 18:49,Student25,Test: Quiz 1,Test,Testversuch gestartet,web
14708,13.09.2022 18:49,Student5,Test: Quiz 1,Test,Testversuch gestartet,web
14730,13.09.2022 18:48,Student1,Test: Quiz 1,Test,Testversuch gestartet,web
14732,13.09.2022 18:48,Student34,Test: Quiz 1,Test,Testversuch gestartet,web
14741,13.09.2022 18:48,Student6,Test: Quiz 1,Test,Testversuch gestartet,web
14748,13.09.2022 18:47,Student16,Test: Quiz 1,Test,Testversuch gestartet,web
14751,13.09.2022 18:47,Student36,Test: Quiz 1,Test,Testversuch gestartet,web
14754,13.09.2022 18:47,Student21,Test: Quiz 1,Test,Testversuch gestartet,web
14756,13.09.2022 18:47,Student23,Test: Quiz 1,Test,Testversuch gestartet,web
14759,13.09.2022 18:47,Student13,Test: Quiz 1,Test,Testversuch gestartet,web
14760,13.09.2022 18:47,Student33,Test: Quiz 1,Test,Testversuch gestartet,web
15000,12.09.2022 18:42,Student30,Test: Quiz 1,Geführte Touren,Tour beendet,web
15002,12.09.2022 18:42,Student30,Test: Quiz 1,Geführte Touren,Tour begonnen,web
15132,7.09.2022 15:56,Student12,Test: Quiz 1,Geführte Touren,Tour beendet,web
15134,7.09.2022 15:55,Student12,Test: Quiz 1,Geführte Touren,Tour begonnen,web
